ID,Câu hỏi,Lựa chọn 1,Lựa chọn 2,Lựa chọn 3,Lựa chọn 4,Đáp án đúng,Điểm liệt,Chương,Hình ảnh
66,Trên đường không phân chia thành hai chiều xe chạy riêng biệt người điều khiển phương tiện tham gia giao thông đường bộ phải tránh xe đi ngược chiều như thế nào để bảo đảm an toàn?,Giảm tốc độ và cho xe đi về bên phải theo chiều xe chạy của mình.,Một trong hai xe phải dừng lại cho xe kia đi qua mới được đi.,Tăng tốc độ cho xe đi về bên phải theo chiều xe chạy của mình để nhanh chóng vượt qua.,,1,False,1,
67,Khi tránh xe đi ngược chiều các xe phải nhường đường như thế nào là đúng quy tắc giao thông?,Nơi đường hẹp chỉ đủ cho một xe chạy và có chỗ tránh xe thì xe nào ở gần chỗ tránh hơn phải vào vị trí tránh nhường đường cho xe đi ngược chiều.,Xe xuống dốc phải nhường đường cho xe lên dốc.,Xe có chướng ngại vật phía trước phải nhường đường cho xe không có chướng ngại vật phía trước.,Cả ba ý trên.,4,False,1,
68,Người lái xe phải làm gì để bảo đảm an toàn khi lái xe trên đường cong có tầm nhìn bị hạn chế?,Quan sát giảm tốc độ hoặc dừng lại để bảo đảm an toàn.,Đi sang làn đường của xe ngược chiều để mở rộng tầm nhìn và vượt xe khác.,Cho xe đi sát bên phải làn đường bật tín hiệu báo hiệu để vượt bên phải xe khác.,,1,False,1,
69,Tại nơi đường giao nhau người lái xe đang đi trên đường không ưu tiên đường nhánh phải nhường đường như thế nào là đúng quy tắc giao thông?,Nhường đường cho xe đi ở bên phải mình tới.,Nhường đường cho xe đi ở bên trái mình tới.,Nhường đường cho xe đi trên đường ưu tiên hoặc đường chính từ bất kỳ hướng nào tới.,,3,False,1,
70,Tại nơi đường giao nhau có báo hiệu đi theo vòng xuyến người lái xe phải nhường đường như thế nào là đúng quy tắc giao thông?,Nhường đường cho xe đi đến từ bên phải.,Nhường đường cho xe đi đến từ bên trái.,Không phải nhường đường.,,2,False,1,
71,Tại nơi đường giao nhau không có báo hiệu đi theo vòng xuyến người điều khiển phương tiện phải nhường đường như thế nào là đúng quy tắc giao thông?,Phải nhường đường cho xe đi đến từ bên phải.,Xe báo hiệu xin đường trước xe đó được đi trước.,Phải nhường đường cho xe đi đến từ bên trái.,,1,False,1,
72,Người lái xe phải nhanh chóng giảm tốc độ đi sát lề đường bên phải hoặc dừng lại để nhường đường cho các loại xe nào dưới đây?,Xe chữa cháy của Cảnh sát phòng cháy chữa cháy và cứu nạn cứu hộ và xe chữa cháy của các lực lượng khác; xe của lực lượng quân sự công an và kiểm sát; đoàn xe có xe Cảnh sát giao thông dẫn đường; xe cứu thương; xe hộ đê không có tín hiệu ưu tiên theo quy định.,Xe ưu tiên gồm xe chữa cháy của Cảnh sát phòng cháy chữa cháy và cứu nạn cứu hộ và xe chữa cháy của các lực lượng khác được huy động đi làm nhiệm vụ chữa cháy; xe của lực lượng quân sự công an và kiểm sát đi làm nhiệm vụ khẩn cấp; đoàn xe có xe Cảnh sát giao thông dẫn đường; xe cứu thương đi làm nhiệm vụ cấp cứu; xe hộ đê đi làm nhiệm vụ; xe đi làm nhiệm vụ cứu nạn cứu hộ khắc phục sự cố thiên tai dịch bệnh hoặc xe đi làm nhiệm vụ trong tình trạng khẩn cấp theo quy định của pháp luật; đoàn xe tang.,Xe ô tô xe máy đoàn xe đang diễu hành có tổ chức có báo tín hiệu xin vượt bằng còi và đèn.,,2,False,1,
73,Khi có tín hiệu của xe ưu tiên người và phương tiện tham gia giao thông đường bộ phải tuân thủ quy định nào dưới đây?,Giảm tốc độ đi sát lề đường bên phải hoặc dừng lại để nhường đường.,Tăng tốc độ và đi sát lề đường bên phải để nhường đường.,Giảm tốc độ đi sát lề đường bên trái để nhường đường.,,1,False,1,
74,Khi đang lái xe phía trước có một xe Cảnh sát giao thông không phát tín hiệu ưu tiên người lái xe có được phép vượt hay không?,Không được vượt.,Được phép vượt ở phần đường dành cho người đi bộ qua đường.,Được vượt khi bảo đảm an toàn.,,3,False,1,
75,Khi đang lái xe phía trước có một xe cứu thương đang phát tín hiệu ưu tiên người lái xe có được phép vượt hay không?,Không được vượt.,Được vượt khi đang đi trên cầu.,Được phép vượt khi đi qua nơi giao nhau có ít phương tiện cùng tham gia giao thông.,Được vượt khi bảo đảm an toàn.,1,False,1,
76,Khi tới đường ngang không có người gác chắn đường bộ chuông đèn tín hiệu người tham gia giao thông đường bộ phải làm gì để bảo đảm an toàn?,Dừng lại về bên phải đường của mình trước vạch dừng xe và quan sát hai phía khi không có phương tiện giao thông đường sắt tới mới được đi qua.,Quan sát hai phía khi không có phương tiện giao thông đường sắt tới thì nhanh chóng đi qua.,Dừng lại khoảng cách tối thiểu 3 mét tính từ ray đường sắt gần nhất khi không có phương tiện giao thông đường sắt tới thì nhanh chóng đi qua.,,1,False,1,
77,Tại đường ngang cầu chung đường sắt khi có hiệu lệnh của nhân viên gác chắn đèn đỏ sáng nhấp nháy chuông kêu chắn đường bộ đang dịch chuyển hoặc đã đóng người tham gia giao thông đường bộ phải làm gì để bảo đảm an toàn?,Dừng lại về bên trái đường của mình trước vạch dừng xe.,Dừng lại giữa đường của mình trước vạch dừng xe.,Dừng lại về bên phải đường của mình trước vạch dừng xe.,,3,False,1,
78,Người tham gia giao thông đường bộ phải dừng lại về bên phải đường của mình trước vạch dừng xe tại đường ngang cầu chung đường sắt khi có báo hiệu nào dưới đây?,Hiệu lệnh của nhân viên gác chắn.,Đèn đỏ sáng nhấp nháy chuông kêu.,Chắn đường bộ đang dịch chuyển hoặc đã đóng.,Cả ba ý trên.,4,False,1,
79,Người điều khiển phương tiện tham gia giao thông trong hầm đường bộ ngoài việc phải tuân thủ các quy tắc giao thông còn phải thực hiện những quy định nào dưới đây?,Xe cơ giới xe máy chuyên dùng phải bật đèn chiếu gần; xe thô sơ phải bật đèn hoặc có vật phát sáng báo hiệu; không dừng xe đỗ xe trong hầm đường bộ; trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe đỗ xe người lái xe người điều khiển xe máy chuyên dùng phải đưa xe vào vị trí dừng xe đỗ xe khẩn cấp nếu không di chuyển được phải có báo hiệu bằng đèn khẩn cấp và đặt biển hoặc đèn cảnh báo về phía sau xe khoảng cách bảo đảm an toàn.,Xe cơ giới xe máy chuyên dùng phải bật đèn chiếu xa; được dừng xe đỗ xe khi cần thiết.,Phải cho xe chạy trên một làn đường và chỉ chuyển làn ở nơi được phép; được quay đầu xe lùi xe khi cần thiết.,,1,False,1,
80,Người điều khiển phương tiện tham gia giao thông đường bộ phải quan sát giảm tốc độ hoặc dừng lại để bảo đảm an toàn trong các trường hợp nào dưới đây?,Có báo hiệu cảnh báo nguy hiểm hoặc có chướng ngại vật trên đường; chuyển hướng xe chạy hoặc tầm nhìn bị hạn chế.,Nơi cầu cống hẹp đập tràn đường ngầm hầm chui hầm đường bộ; có vật nuôi đi trên đường hoặc chăn thả ở ven đường.,Điểm dừng xe đỗ xe trên đường bộ có khách đang lên xuống xe.,Cả ba ý trên.,4,False,1,
81,Người lái xe được phép vượt xe khác về bên phải trong trường hợp nào dưới đây?,Xe phía trước có tín hiệu rẽ trái hoặc đang rẽ trái hoặc khi xe chuyên dùng đang làm việc trên đường mà không thể vượt bên trái.,Xe phía trước đang đi sát lề đường bên trái.,Cả hai ý trên.,,1,False,1,
82,Khi có xe xin vượt người lái xe mô tô xử lý như thế nào nếu đủ điều kiện an toàn cho xe phía sau vượt?,Giảm tốc độ có tín hiệu rẽ phải để báo hiệu cho người điều khiển phương tiện tham gia giao thông đường bộ phía sau biết được vượt và đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua không được cản trở đối với xe xin vượt.,Lái xe vào lề đường bên trái và giảm tốc độ để xe phía sau vượt qua không được gây trở ngại đối với xe xin vượt.,Tăng tốc độ đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua.,,1,False,1,
83,Những trường hợp nào dưới đây không được đi trên đường cao tốc trừ người phương tiện giao thông đường bộ và thiết bị phục vụ việc quản lý bảo trì đường cao tốc?,Xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn tốc độ tối thiểu quy định đối với đường cao tốc xe chở người bốn bánh có gắn động cơ xe chở hàng bốn bánh có gắn động cơ xe mô tô xe gắn máy các loại xe tương tự xe mô tô xe gắn máy xe thô sơ người đi bộ.,Xe máy chuyên dùng có tốc độ thiết kế lớn hơn tốc độ tối thiểu quy định đối với đường cao tốc.,Xe ô tô và xe máy chuyên dùng có tốc độ thiết kế lớn hơn 80 km/h.,,1,False,1,
84,Theo quy định về độ tuổi người đủ bao nhiêu tuổi trở lên thì được cấp giấy phép lái xe mô tô hai bánh có dung tích xi lanh đến 125 cm3 và xe ô tô chở người đến 8 chỗ (không kể chỗ của người lái xe); xe ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế đến 3.500 kg?,16 tuổi.,17 tuổi,18 tuổi.,,3,False,1,
85,Người đủ 16 tuổi đến dưới 18 tuổi chỉ được điều khiển các loại xe nào dưới đây?,Xe mô tô hai bánh có dung tích xi-lanh đến 125 cm3.,Xe gắn máy.,Xe ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe); xe ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế đến 3.500 kg; các loại xe ô tô quy định cho giấy phép lái xe hạng B kéo rơ moóc có khối lượng toàn bộ theo thiết kế đến 750 kg.,Cả ba ý trên.,2,False,1,
86,Người có Giấy phép lái xe mô tô hạng A1 không được phép điều khiển loại xe nào dưới đây?,Xe mô tô hai bánh có dung tích xi-lanh 125 cm3 hoặc có công suất động cơ điện đến 11 kW.,Xe mô tô ba bánh.,Cả hai ý trên.,,2,False,1,
87,Người có Giấy phép lái xe mô tô hạng A1 được cấp sau ngày 01/01/2025 được phép điều khiển loại xe nào dưới đây?,Xe mô tô hai bánh có dung tích xi-lanh đến 125 cm3 hoặc có công suất động cơ điện đến 11 kW.,Xe mô tô ba bánh.,Cả hai ý trên.,,1,False,1,
88,Người có Giấy phép lái xe mô tô hạng A được phép điều khiển loại xe nào dưới đây?,Xe mô tô hai bánh có dung tích xi-lanh đến 125 cm3 hoặc có công suất động cơ điện đến 11 kW.,Xe mô tô hai bánh có dung tích xi-lanh trên 125 cm3 hoặc có công suất động cơ điện trên 11 kW.,Cả hai ý trên.,,3,False,1,
89,Người lái xe khi tham gia giao thông đường bộ phải đảm bảo các điều kiện nào dưới đây?,Phải đủ tuổi sức khỏe theo quy định của pháp luật; có giấy phép lái xe đang còn điểm còn hiệu lực phù hợp với loại xe đang điều khiển do cơ quan có thẩm quyền cấp (trừ người lái xe gắn máy).,Phải là người đứng tên trong đăng ký xe.,Cả hai ý trên.,,1,False,1,
90,Khi tham gia giao thông đường bộ người lái xe phải mang theo các giấy tờ gì?,Chứng nhận đăng ký xe hoặc bản sao Chứng nhận đăng ký xe có chứng thực kèm bản gốc giấy tờ xác nhận của tổ chức tín dụng chi nhánh ngân hàng nước ngoài còn hiệu lực trong trường hợp xe đang được thế chấp tại tổ chức tín dụng chi nhánh ngân hàng nước ngoài.,Giấy phép lái xe phù hợp với loại xe đang điều khiển; chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường đối với xe cơ giới theo quy định của pháp luật; chứng nhận bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới.,Trường hợp các giấy tờ nêu trên đã được tích hợp vào tài khoản định danh điện tử thì việc xuất trình kiểm tra có thể thực hiện thông qua tài khoản định danh điện tử.,Cả ba ý trên.,4,False,1,
91,Người có giấy phép lái xe chưa bị trừ hết 12 điểm được phục hồi điểm giấy phép lái xe trong trường hợp nào sau đây?,Không được phục hồi.,Được phục hồi đủ 12 điểm nếu không bị trừ điểm trong thời hạn 12 tháng từ ngày bị trừ điểm gần nhất.,,,2,False,1,
92,Người có giấy phép lái xe đã bị trừ hết điểm phải làm gì để phục hồi điểm giấy phép lái xe?,Không vi phạm pháp luật trật tự an toàn giao thông đường bộ trong thời gian 12 tháng kể từ ngày bị trừ hết điểm.,Sau thời hạn ít nhất là 06 tháng kể từ ngày bị trừ hết điểm người có phép lái xe được tham gia kiểm tra nội dung kiến thức pháp luật về trật tự an toàn giao thông đường bộ theo quy định có kết quả đạt yêu cầu thì được phục hồi đủ 12 điểm.,Cả hai ý trên.,,2,False,1,
93,Trách nhiệm của tổ chức cá nhân đứng tên trong giấy chứng nhận đăng ký xe khi chưa thực hiện thu hồi chứng nhận đăng ký xe biển số xe được quy định như thế nào?,Tiếp tục chịu trách nhiệm của chủ xe.,Không chịu trách nhiệm sau khi đã chuyển nhượng trao đổi tặng cho.,,,1,False,1,
94,Trên đường bộ trong khu vực đông dân cư đường đôi hoặc đường một chiều có từ hai làn xe cơ giới trở lên xe mô tô hai bánh ô tô chở người đến 28 chỗ không kể chỗ của người lái xe tham gia giao thông với tốc độ khai thác tối đa cho phép là bao nhiêu?,60 km/h.,50 km/h.,40 km/h.,,1,False,1,
95,Trên đường bộ (trừ đường cao tốc) trong khu vực đông dân cư đường hai chiều hoặc đường một chiều có một làn xe cơ giới xe mô tô hai bánh ô tô chở người đến 28 chỗ không kể chỗ của người lái xe tham gia giao thông với tốc độ khai thác tối đa cho phép là bao nhiêu?,60 km/h.,50 km/h.,40 km/h.,,2,False,1,
96,Trên đường bộ ngoài khu vực đông dân cư đường đôi hoặc đường một chiều có từ hai làn xe cơ giới trở lên (trừ đường cao tốc) loại xe nào dưới đây được tham gia giao thông với tốc độ khai thác tối đa cho phép là 70 km/h?,Xe ô tô chở người đến 28 chỗ không kể chỗ của người lái xe (trừ xe buýt); ô tô tải có trọng tải không lớn hơn 3.5 tấn.,Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3.5 tấn (trừ ô tô xi téc).,Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa ô tô trộn bê tông lưu động).,Ô tô kéo rơ moóc; ô tô kéo xe khác; ô tô trộn vữa ô tô trộn bê tông lưu động ô tô xi téc ô tô đầu kéo kéo sơ mi rơ moóc xi téc ô tô kéo theo rơ moóc xi téc.,3,False,1,
97,Trên đường bộ ngoài khu vực đông dân cư đường hai chiều hoặc đường một chiều có một làn xe cơ giới (trừ đường cao tốc) loại xe nào dưới đây được tham gia giao thông với tốc độ khai thác tối đa cho phép là 60 km/h?,Xe ô tô chở người đến 28 chỗ không kể chỗ của người lái xe (trừ xe buýt); ô tô tải có trọng tải không lớn hơn 3.5 tấn.,Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3.5 tấn (trừ ô tô xi téc).,Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa ô tô trộn bê tông lưu động).,Ô tô kéo rơ moóc; ô tô kéo xe khác; ô tô trộn vữa ô tô trộn bê tông lưu động ô tô xi téc ô tô đầu kéo kéo sơ mi rơ moóc xi téc ô tô kéo theo rơ moóc xi téc.,3,False,1,
98,Người lái xe phải giảm tốc độ thấp hơn tốc độ tối đa cho phép đến mức cần thiết chú ý quan sát và chuẩn bị sẵn sàng những tình huống có thể xảy ra để phòng ngừa tai nạn trong các trường hợp nào dưới đây?,Gặp biển báo nguy hiểm và cảnh báo trên đường.,Gặp biển chỉ dẫn trên đường.,Gặp biển báo hết mọi lệnh cấm.,Gặp biển báo hết hạn chế tốc độ tối đa cho phép.,1,False,1,
99,Khi gặp xe buýt đang dừng đón trả khách người điều khiển xe mô tô phải xử lý như thế nào dưới đây?,Tăng tốc độ để nhanh chóng vượt qua xe buýt.,Quan sát giảm tốc độ đi qua xe buýt hoặc dừng lại để bảo đảm an toàn.,,,2,False,1,
100,Việc sử dụng xe mô tô xe gắn máy xe thô sơ để vận chuyển hành khách hàng hóa phải thực hiện các quy định nào dưới đây để đảm bảo an toàn giao thông?,Kiểm tra điều kiện bảo đảm an toàn của xe trước khi tham gia giao thông đường bộ; mang đủ giấy tờ theo quy định của pháp luật.,Kiểm tra việc sắp xếp hàng hóa bảo đảm an toàn; không chở quá số người chở hành lý hàng hoá vượt quá khối lượng cho phép hoặc vượt quá khổ giới hạn của xe.,Cả hai ý trên.,,3,False,1,
101,Những hành vi nào sau đây thể hiện là người có văn hóa giao thông?,Luôn tuân thủ pháp luật về trật tự an toàn giao thông đường bộ nhường nhịn và giúp đỡ người khác.,Đi nhanh vượt đèn đỏ nếu không có lực lượng Công an.,Bấm còi và nháy đèn liên tục để cảnh báo xe khác.,Tránh nhường đường để đi nhanh hơn.,1,False,2,
102,Khái niệm về văn hóa giao thông được hiểu như thế nào là đúng?,Là sự hiểu biết và chấp hành nghiêm chỉnh pháp luật về giao thông là ý thức trách nhiệm với cộng đồng khi tham gia giao thông.,Là sự tôn trọng nhường nhịn giúp đỡ và ứng xử có văn hóa giữa những người tham gia giao thông với nhau.,Cả hai ý trên.,,3,False,2,
103,Người lái xe không điều khiển xe đi đúng làn đường quy định phóng nhanh vượt ẩu vượt đèn đỏ đi vào đường cấm được coi là hành vi nào trong các hành vi dưới đây?,Là thiếu văn hóa giao thông vi phạm pháp luật về trật tự an toàn giao thông đường bộ.,Là thiếu văn hóa giao thông.,,,1,False,2,
104,Người lái xe có văn hóa giao thông khi tham gia giao thông đường bộ phải đáp ứng các điều kiện nào dưới đây?,Hiểu biết và chấp hành nghiêm chỉnh pháp luật về giao thông đường bộ; có ý thức trách nhiệm với cộng đồng khi tham gia giao thông; tôn trọng nhường nhịn giúp đỡ và ứng xử có văn hóa với những người cùng tham gia giao thông.,Điều khiển xe vượt quá tốc độ đi không đúng làn đường.,,,1,False,2,
105,Người lái xe mô tô có văn hóa giao thông khi tham gia giao thông phải tuân thủ những quy định nào dưới đây?,Điều khiển xe đi bên phải theo chiều đi của mình; đi đúng phần đường làn đường quy định; đội mũ bảo hiểm đúng quy chuẩn kỹ thuật quốc gia cài quai đúng quy cách.,Điều khiển xe đi trên phần đường làn đường có ít phương tiện tham gia giao thông.,Điều khiển xe và đội mũ bảo hiểm ở nơi có biển báo bắt buộc đội mũ bảo hiểm.,,1,False,2,
106,Trong các hành vi dưới đây người lái xe có văn hóa giao thông phải ứng xử như thế nào?,Điều khiển xe đi bên phải theo chiều đi của mình; đi đúng phần đường làn đường quy định; dừng đỗ xe đúng nơi quy định; đã uống rượu bia thì không lái xe.,Điều khiển xe đi trên phần đường làn đường có ít phương tiện giao thông; dừng xe đỗ xe ở nơi thuận tiện hoặc theo yêu cầu của hành khách của người thân.,Dừng và đỗ xe ở nơi thuận tiện cho việc chuyên chở hành khách và giao nhận hàng hóa; sử dụng ít rượu bia thì có thể lái xe.,,1,False,2,
107,Khi tham gia giao thông việc sử dụng còi xe nên dùng như thế nào để thể hiện là người có văn hóa giao thông?,Chỉ bấm còi khi thật sự cần thiết không bấm còi liên tục hoặc kéo dài sử dụng còi với mức âm lượng theo quy định.,Bấm còi liên tục để các xe khác nhường đường.,Bấm còi to khi đi qua khu vực đông dân cư.,Không cần dùng còi tránh gây tiếng ồn là văn minh.,1,False,2,
108,Người điều khiển phương tiện tham giao thông đường bộ gây ra tai nạn giao thông đường bộ người liên quan đến vụ tai nạn giao thông đường bộ có trách nhiệm gì dưới đây?,Dừng ngay phương tiện cảnh báo nguy hiểm giữ nguyên hiện trường trợ giúp người bị nạn và báo tin cho cơ quan Công an cơ sở khám bệnh chữa bệnh.,Ở lại hiện trường vụ tai nạn giao thông đường bộ cho đến khi người của cơ quan Công an đến trừ trường hợp phải đi cấp cứu đưa người bị nạn đi cấp cứu hoặc xét thấy bị đe dọa đến tính mạng sức khỏe nhưng phải đến trình báo ngay cơ quan Công an Ủy ban nhân dân nơi gần nhất.,Cung cấp thông tin xác định danh tính về bản thân người liên quan đến vụ tai nạn giao thông đường bộ và thông tin liên quan của vụ tai nạn giao thông đường bộ cho cơ quan có thẩm quyền.,Cả ba ý trên.,4,False,2,
109,Người có mặt tại nơi xảy ra vụ tai giao thông đường bộ có trách nhiệm gì dưới đây?,Giúp đỡ cứu chữa kịp thời người bị nạn; báo tin ngay cho cơ quan Công an cơ sở khám bệnh chữa bệnh hoặc Ủy ban nhân dân nơi gần nhất; tham gia bảo vệ hiện trường; tham gia bảo vệ tài sản của người bị nạn; cung cấp thông tin liên quan về vụ tai nạn theo yêu cầu của cơ quan có thẩm quyền.,Chụp lại hình ảnh vụ tai nạn (nếu có thiết bị ghi hình) và nhanh chóng rời khỏi hiện trường vụ tai nạn.,,,1,False,2,
110,Trong đoạn đường hai chiều tại khu đông dân cư đang ùn tắc người điều khiển xe mô tô có văn hóa giao thông sẽ lựa chọn cách xử lý tình huống nào dưới đây?,Cho xe lấn sang làn ngược chiều để nhanh chóng thoát khỏi nơi ùn tắc.,Điều khiển xe trên vỉa hè để nhanh chóng thoát khỏi nơi ùn tắc.,Kiên nhẫn tuân thủ hướng dẫn của người điều khiển giao thông hoặc tín hiệu đèn giao thông di chuyển trên đúng phần đường bên phải theo chiều đi nhường đường cho các phương tiện đi ngược chiều.,,3,False,2,
111,Khi điều khiển xe mô tô tay ga xuống đường dốc dài độ dốc cao người lái xe cần thực hiện các thao tác nào dưới đây để bảo đảm an toàn?,Giữ tay ga ở mức độ phù hợp sử dụng phanh trước và phanh sau để giảm tốc độ.,Nhả hết tay ga tắt động cơ sử dụng phanh trước và phanh sau để giảm tốc độ.,Sử dụng phanh trước để giảm tốc độ kết hợp với tắt chìa khóa điện của xe.,,1,False,3,
112,Khi điều khiển xe trên đường vòng người lái xe cần phải làm gì để bảo đảm an toàn?,Quan sát cẩn thận các chướng ngại vật và báo hiệu bằng coi đèn; giảm tốc độ tới mức cần thiết về số thấp và thực hiện quay vòng với tốc độ phù hợp với bán kính cong của đường vòng.,Quan sát cẩn thận các chướng ngại vật và báo hiệu bằng còi đèn; tăng tốc để nhanh chóng qua đường vòng và giảm tốc độ sau khi qua đường vòng.,,,1,False,3,
113,Khi điều khiển xe qua đường sắt người lái xe cần phải thực hiện các thao tác nào dưới đây để bảo đảm an toàn?,Khi có chuông báo hoặc thanh chắn đã hạ xuống người lái xe phải dừng xe tạm thời đúng khoảng cách an toàn kéo phanh tay nếu đường dốc hoặc phải chờ lâu.,Khi không có chuông báo hoặc thanh chắn không hạ xuống người lái xe cần phải quan sát nếu thấy đủ điều kiện an toàn thì về số thấp tăng ga nhẹ và không thay đổi số trong quá trình vượt qua đường sắt để tránh động cơ chết máy cho xe cho vượt qua.,Cả hai ý trên.,,3,False,3,
114,Trong các loại nhiên liệu dưới đây loại nhiên liệu nào giảm thiểu ô nhiễm môi trường?,Xăng và dầu diesel.,Xăng sinh học và khí sinh học.,Ý 1 và ý 2.,,2,False,3,
115,Các biện pháp tiết kiệm nhiên liệu khi chạy xe?,Bảo dưỡng xe theo định kỳ và có kế hoạch lộ trình trước khi xe chạy.,Kiểm tra áp suất lốp theo quy định và chạy xe với tốc độ phù hợp với tình trạng mặt đường và mật độ giao thông trên đường.,Cả hai ý trên.,,3,False,3,
116,Khi tầm nhìn bị hạn chế bởi sương mù hoặc mưa to người lái xe phải thực hiện các thao tác nào để bảo đảm an toàn?,Tăng tốc độ chạy gần xe trước nhìn đèn hậu để định hướng.,Giảm tốc độ chạy cách xa xe trước với khoảng cách an toàn bật đèn sương mù và đèn chiếu gần.,Tăng tốc độ bật đèn pha vượt qua xe chạy trước.,,2,False,3,
