ID,Câu hỏi,Lựa chọn 1,Lựa chọn 2,Lựa chọn 3,Lựa chọn 4,Đáp án đúng,Điểm liệt,Chương,Hình ảnh
117,Khi đèn pha của xe đi ngược chiều gây chói mắt làm giảm khả năng quan sát trên đường người lái xe xử lý như thế nào dưới đây để bảo đảm an toàn?,Giảm tốc độ giữ vững tay lái nhìn chếch sang lề đường bên phải.,Bật đèn pha chiếu xa và giữ nguyên tốc độ.,Tăng tốc độ bật đèn pha đối diện xe phía trước.,,1,False,3,
118,Để đạt được hiệu quả phanh cao nhất người lái xe mô tô phải sử dụng các kỹ năng như thế nào dưới đây?,Sử dụng phanh trước.,Sử dụng phanh sau.,Giảm hết ga sử dụng đồng thời cả phanh sau và phanh trước.,,3,False,3,
119,Khi đang lái xe mô tô hoặc ô tô nếu có nhu cầu sử dụng điện thoại để nhắn tin hoặc gọi điện người lái xe phải thực hiện như thế nào trong các tình huống nêu dưới đây?,Giảm tốc độ để bảo đảm an toàn với xe phía trước và sử dụng điện thoại để liên lạc.,Giảm tốc độ để dừng xe ở nơi cho phép sau đó sử dụng điện thoại để liên lạc.,Tăng tốc độ để cách xa xe phía sau và sử dụng điện thoại để liên lạc.,,2,False,3,
120,Những thói quen nào dưới đây khi điều khiển xe mô tô tay ga tham gia giao thông dễ gây tai nạn nguy hiểm?,Sử dụng còi.,Phanh đồng thời cả phanh trước và phanh sau.,Chỉ sử dụng phanh trước.,,3,False,3,
121,Khi điều khiển xe mô tô quay đầu người lái xe cần thực hiện như thế nào để bảo đảm an toàn?,Bật tín hiệu báo rẽ trước khi quay đầu từ từ giảm tốc độ đến mức có thể dừng lại.,Chỉ quay đầu xe tại những nơi được phép quay đầu.,Quan sát an toàn các phương tiện tới từ phía trước phía sau hai bên đồng thời nhường đường cho xe từ bên phải và phía trước đi tới.,Cả ba ý trên.,4,False,3,
122,Tay ga trên xe mô tô hai bánh có tác dụng gì dưới đây?,Để điều khiển xe chạy về phía trước.,Để điều tiết công suất động cơ qua đó điều khiển tốc độ của xe.,Để điều khiển xe chạy lùi.,Ý 1 và ý 2.,4,False,3,
123,Gương chiếu hậu của xe mô tô hai bánh có tác dụng gì dưới đây?,Để quan sát an toàn phía bên trái khi chuẩn bị rẽ trái.,Để quan sát an toàn phía bên phải khi chuẩn bị rẽ phải.,Để quan sát an toàn phía sau của bên trái và bên phải trước khi chuyển hướng.,Để quan sát an toàn phía trước cả bên trái và bên phải trước khi chuyển hướng.,3,False,3,
124,Để bảo đảm an toàn khi tham gia giao thông người lái xe mô tô hai bánh cần điều khiển tay ga như thế nào?,Tăng ga thật mạnh giảm ga từ từ.,Tăng ga thật mạnh giảm ga thật nhanh.,Tăng ga từ từ giảm ga thật nhanh.,Tăng ga từ từ giảm ga từ từ.,3,False,3,
125,Để tránh đổ ngã khi điều khiển xe mô tô hai bánh ở nơi đường xấu nhỏ và hẹp người lái xe cần xử lý như thế nào?,Đi ở tốc độ thấp quan sát liên tục khoảng cách từ 05 m đến 10 m phía trước để điều chỉnh sớm hướng di chuyển.,Trong quá trình di chuyển không nên dùng phanh trước tránh làm khóa bánh dẫn hướng.,Không được lắc người sang trái hoặc phải nhiều trọng tâm cơ thể cần trùng với trọng tâm của xe.,Cả ba ý trên.,4,False,3,
126,Biển nào cấm máy kéo?,Biển 1.,Biển 2 và biển 3.,Biển 1 và biển 3.,Cả ba biển.,2,False,4,img_126.png
127,Biển nào báo hiệu cấm xe mô tô ba bánh chở hàng đi qua?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,,1,False,4,img_127.png
128,Biển nào dưới đây xe gắn máy được phép đi vào?,Biển 1.,Biển 2.,Cả hai biển.,,3,False,4,img_128.png
129,Biển nào báo hiệu cấm xe mô tô đi vào?,Biển 1.,Biển 2.,Biển 3.,,1,True,4,img_129.png
130,Khi gặp biển nào thì xe mô tô hai bánh được đi vào?,Không biển nào.,Biển 1 và biển 2.,Biển 2 và biển 3.,Cả ba biển.,3,False,4,img_130.png
131,Biển nào cấm quay đầu xe?,Biển 1.,Biển 2.,Không biển nào.,Cả hai biển.,2,False,4,img_131.png
132,Biển nào cấm xe rẽ trái?,Biển 1.,Biển 2.,Cả hai biển.,,1,False,4,img_132.png
133,Khi gặp biển nào xe được rẽ trái?,Biển 1.,Biển 2.,Không biển nào.,,2,False,4,img_133.png
134,Biển nào cấm các phương tiện rẽ phải?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,1,False,4,img_134.png
135,Biển nào cấm các phương tiện rẽ trái?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,1,False,4,img_135.png
136,Biển nào xe được phép rẽ trái?,Biển 1.,Biển 2.,Không biển nào.,,2,False,4,img_136.png
137,Biển nào xe quay đầu không bị cấm?,Biển 1.,Biển 2.,Cả hai biển.,,3,False,4,img_137.png
138,Biển nào xe được phép quay đầu nhưng không được rẽ trái?,Biển 1.,Biển 2.,Cả hai biển.,,1,False,4,img_138.png
139,Biển nào là biển ""Cấm đi ngược chiều""?,Biển 1.,Biển 2.,Cả ba biển.,,2,False,4,img_139.png
140,Biển nào dưới đây các phương tiện không được phép đi vào?,Biển 1.,Biển 2.,Biển 1 và biển 2.,,3,False,4,img_140.png
141,Khi gặp biển nào xe ưu tiên theo luật định vẫn phải dừng lại?,Biển 1.,Biển 2.,Cả ba biển.,,2,True,4,img_141.png
142,Biển nào cấm tất cả các loại xe cơ giới và thô sơ đi lại trên đường trừ xe ưu tiên theo luật định (nếu đường vẫn cho xe chạy được)?,Biển 1.,Biển 2.,Cả hai biển.,,1,True,4,img_142.png
143,Biển báo này có ý nghĩa như thế nào?,Tốc độ tối đa cho phép về ban đêm cho các phương tiện là 70 km/h.,Tốc độ tối thiểu cho phép về ban đêm cho các phương tiện là 70 km/h.,,,1,False,4,img_143.png
144,Biển này có hiệu lực đối với xe mô tô hai bánh ba bánh chở hàng không?,Có.,Không.,,,1,True,4,img_144.png
145,Biển này có ý nghĩa như thế nào?,Cấm xe cơ giới (trừ xe ưu tiên theo luật định) đi thẳng.,Cấm các loại xe cơ giới và xe mô tô (trừ xe ưu tiên theo luật định) đi về bên trái và bên phải.,Hướng trái và phải không cấm xe cơ giới.,,2,False,4,img_145.png
146,Biển phụ đặt dưới biển cấm bóp còi có ý nghĩa như thế nào?,Báo khoảng cách đến nơi cấm bóp còi.,Chiều dài đoạn đường cấm bóp còi từ nơi đặt biển.,Báo cấm dùng còi có độ vang xa 500m.,,2,False,4,img_146.png
147,Chiều dài đoạn đường 500 m từ nơi đặt biển này người lái xe có được phép bấm còi không?,Được phép.,Không được phép.,,,2,False,4,img_147.png
148,Biển nào xe mô tô hai bánh được đi vào?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,,2,False,4,img_148.png
149,Biển nào xe mô tô hai bánh không được đi vào?,Biển 1.,Biển 2.,Biển 3.,,2,True,4,img_149.png
150,Ba biển này có hiệu lực như thế nào?,Cấm các loại xe ở biển phụ đi vào.,Cấm các loại xe cơ giới đi vào trừ loại xe ở biển phụ.,,,1,False,4,img_150.png
151,Biển này có ý nghĩa như thế nào?,Cấm dừng xe về hướng bên trái.,Cấm dừng và đỗ xe theo hướng bên phải.,Được phép đỗ xe và dừng xe theo hướng bên phải.,,2,False,4,img_151.png
152,Biển nào là biển ""Tốc độ tối đa cho phép về ban đêm""?,Biển 1.,Biển 2.,Cả hai biển.,,1,False,4,img_152.png
153,Biển nào báo hiệu hạn chế tốc độ của phương tiện không vượt quá trị số ghi trên biển?,Biển 1.,Biển 2.,,,2,False,4,img_153.png
154,Số 50 ghi trên biển báo dưới đây có ý nghĩa như thế nào?,Tốc độ tối đa các xe cơ giới được phép chạy.,Tốc độ tối thiểu các xe cơ giới được phép chạy.,,,1,False,4,img_154.png
155,Biển báo dưới đây có ý nghĩa như thế nào?,Báo hiệu tốc độ tối đa cho phép các xe cơ giới chạy.,Báo hiệu tốc độ tối thiểu cho phép các xe cơ giới chạy.,,,2,False,4,img_155.png
156,Gặp biển nào người lái xe phải nhường đường cho người đi bộ?,Biển 1.,Biển 2.,Biển 3.,,1,True,4,img_156.png
157,Biển nào chỉ đường dành cho người đi bộ các loại xe không được đi vào khi gặp biển này?,Biển 1.,Biển 1 và biển 3.,Biển 3.,Cả ba biển.,3,True,4,img_157.png
158,Biển nào báo hiệu ""Đường dành cho xe thô sơ""?,Biển 1.,Biển 2.,Biển 3.,,1,False,4,img_158.png
159,Biển nào báo hiệu sắp đến chỗ giao nhau nguy hiểm?,Biển 1.,Biển 1 và biển 2.,Biển 2 và biển 3.,Cả ba biển,4,True,4,img_159.png
160,Biển nào báo hiệu ""Giao nhau với đường sắt có rào chắn""?,Biển 1.,Biển 2 và biển 3.,Biển 3.,,1,True,4,img_160.png
161,Biển nào báo hiệu ""Giao nhau có tín hiệu đèn""?,Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,3,False,4,img_161.png
162,Biển nào báo hiệu nguy hiểm giao nhau với đường sắt?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,2,False,4,img_162.png
163,Biển nào báo hiệu đường bộ giao nhau với đường sắt không có rào chắn?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,3,False,4,img_163.png
164,Biển nào báo hiệu sắp đến chỗ giao nhau giữa đường bộ và đường sắt?,Biển 1.,Biển 2.,Biển 3.,Biển 1 và biển 3.,1,False,4,img_164.png
165,Biển nào báo hiệu ""Cửa chui""?,Biển 1.,Biển 2.,Biển 3.,,2,False,4,img_165.png
166,Hai biển này có ý nghĩa như thế nào?,Để chỉ nơi đường sắt giao vuông góc với đường bộ không có rào chắn.,Để báo trước sắp đến vị trí giao cắt đường bộ với đường sắt cùng mức không vuông góc và không có người gác không có rào chắn.,Nơi đường sắt giao nhau với đường bộ.,,1,False,4,img_166.png
167,Biển nào báo hiệu ""Hết đoạn đường ưu tiên""?,Biển 1.,Biển 2.,Biển 3.,,3,True,4,img_167.png
168,Biển nào báo hiệu chỉ dẫn xe đi trên đường này được quyền ưu tiên qua nơi giao nhau?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,2,True,4,img_168.png
169,Biển nào báo hiệu ""Giao nhau với đường không ưu tiên""?,Biển 1.,Biển 2.,Biển 3.,Biển 2 và biển 3.,1,True,4,img_169.png
170,Biển nào báo hiệu ""Giao nhau với đường ưu tiên""?,Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,2,True,4,img_170.png
171,Biển nào báo hiệu ""Đường giao nhau"" của các tuyến đường cùng cấp?,Biển 1.,Biển 2.,Biển 3.,,1,False,4,img_171.png
172,Biển nào báo hiệu ""Đường hai chiều""?,Biển 1.,Biển 2.,Biển 3.,,1,False,4,img_172.png
173,Biển nào báo hiệu phải giảm tốc độ nhường đường cho xe cơ giới đi ngược chiều qua đường hẹp?,Biển 1.,Biển 2.,Biển 3,,2,False,4,img_173.png
174,Biển nào chỉ dẫn ""Được ưu tiên qua đường hẹp""?,Biển 1.,Biển 2.,Biển 3.,Biển 2 và biển 3.,3,False,4,img_174.png
175,Biển nào báo hiệu ""Đường đôi""?,Biển 1.,Biển 2.,Biển 3.,,3,False,4,img_175.png
176,Biển nào báo hiệu ""Kết thúc đường đôi""?,Biển 1.,Biển 2.,Biển 3.,,3,False,4,img_176.png
177,Biển nào báo hiệu ""Giao nhau với đường hai chiều""?,Biển 1.,Biển 2.,Biển 3.,,1,False,4,img_177.png
178,Biển nào báo hiệu ""Giao nhau với đường hai chiều""?,Biển 1.,Biển 2.,Biển 3.,,2,False,4,img_178.png
179,Biển nào báo hiệu ""Chú ý chướng ngại vật""?,Biển 1.,Biển 2 và biển 3.,Cả ba biển.,,2,False,4,img_179.png
180,Biển nào báo hiệu ""Đường hầm""?,Cả ba biển.,Biển 2.,Biển 2 và biển 3.,,2,False,4,img_180.png
181,Biển nào dưới đây là biển ""Cầu hẹp""?,Biển 1.,Biển 2.,Biển 3.,,2,False,4,img_181.png
182,Gặp biển nào người tham gia giao thông phải đi chậm và thận trọng đề phòng khả năng xuất hiện và di chuyển bất ngờ của trẻ em trên mặt đường?,Biển 1.,Biển 2.,,,2,False,4,img_182.png
183,Biển nào chỉ dẫn nơi bắt đầu đoạn đường dành cho người đi bộ?,Biển 1.,Biển 2.,Biển 3.,,2,False,4,img_183.png
184,Biển nào dưới đây báo hiệu gần đến đoạn đường thường có trẻ em đi ngang qua?,Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,2,False,4,img_184.png
185,Biển nào sau đây là biển ""Dốc xuống nguy hiểm""?,Biển 1.,Biển 2.,,,1,False,4,img_185.png
186,Biển báo này có ý nghĩa như thế nào?,Báo hiệu đường có ổ gà lồi lõm.,Báo hiệu đường có gồ giảm tốc phía trước.,,,1,False,4,img_186.png
187,Các biển báo này có ý nghĩa như thế nào?,Để báo trước gần tới đoạn đường có hiện tượng đất đá từ trên ta luy dương sụt lở bất ngờ gây nguy hiểm cho xe cộ và người đi đường.,Để báo trước nơi có kết cấu mặt đường rời rạc khi phương tiện đi qua làm cho các viên đá sỏi văng lên gây nguy hiểm và mất an toàn cho người và phương tiện tham gia giao thông.,Để cảnh báo những đoạn nền đường yếu đoạn đường đang theo dõi lún mà việc vận hành xe ở tốc độ cao có thể gây nguy hiểm.,,1,False,4,img_187.png
188,Biển nào báo hiệu các phương tiện phải tuân thủ tốc độ tối đa cho phép trên từng làn đường?,Biển 1.,Biển 2.,Cả hai biển.,,3,False,4,img_188.png
189,Khi gặp biển nào thì các phương tiện không được đi vào trừ xe ô tô và xe mô tô?,Biển 1.,Biển 2.,,,1,False,4,img_189.png
190,Biển này có ý nghĩa như thế nào?,Chỉ hướng đi phải theo.,Biển báo hiệu cho người lái xe biết số lượng làn đường trên mặt đường và hướng đi trên mỗi làn đường phải theo.,Chỉ hướng đường phải theo.,,2,False,4,img_190.png
191,Biển nào (đặt trước ngã ba ngã tư) cho phép xe được rẽ sang hướng khác?,Biển 1.,Biển 2.,Không biển nào.,,3,False,4,img_191.png
192,Biển nào báo hiệu ""Hướng đi thẳng phải theo""?,Biển 1.,Biển 2.,,,1,True,4,img_192.png
193,Biển nào báo hiệu ""Đường một chiều""?,Biển 1.,Biển 2.,Cả hai biển.,,2,False,4,img_193.png
194,Trong các biển dưới đây biển nào là biển ""Hết tốc độ tối đa cho phép""?,Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,1,False,4,img_194.png
195,Trong các biển dưới đây biển nào là biển ""Hết tốc độ tối thiểu""?,Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,3,False,4,img_195.png
196,Biển nào dưới đây báo hiệu hết cấm vượt?,Biển 1.,Biển 2.,Biển 3.,Biển 2 và biển 3.,4,False,4,img_196.png
197,Trong các biển dưới đây biển nào là biển ""Hết mọi lệnh cấm""?,Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,2,False,4,img_197.png
198,Biển nào cho phép được quay đầu xe đi theo hướng ngược lại khi đặt biển trước ngã ba ngã tư?,Biển 1.,Biển 2.,Biển 3.,Không biển nào.,3,False,4,img_198.png
199,Biển nào không cho phép rẽ phải?,Biển 1.,Biển 2.,Biển 3.,Biển 1 và biển 3.,1,False,4,img_199.png
200,Khi đến chỗ giao nhau gặp biển nào thì người lái xe không được cho xe đi thẳng phải rẽ sang hướng khác?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,1,False,4,img_200.png
201,Biển số 1 có ý nghĩa như thế nào?,Biển chỉ dẫn hết cấm đỗ xe theo giờ trong khu vực.,Biển chỉ dẫn hết hiệu lực khu vực đỗ xe trên các tuyến đường đối ngoại.,Biển chỉ dẫn khu vực đỗ xe trên các tuyến đường đối ngoại.,,1,False,4,img_201.png
202,Biển nào chỉ dẫn cho người đi bộ sử dụng cầu vượt qua đường?,Biển 1.,Biển 2.,Cả hai biển.,Không biển nào.,1,False,4,img_202.png
203,Biển nào chỉ dẫn cho người đi bộ sử dụng hầm chui qua đường?,Biển 1.,Biển 2.,Cả hai biển.,Không biển nào.,2,False,4,img_203.png
204,Biển nào báo hiệu ""Nơi đỗ xe dành cho người khuyết tật""?,Biển 1.,Biển 2.,Biển 3.,,2,False,4,img_204.png
205,Gặp biển báo này người tham gia giao thông phải xử lý như thế nào?,Dừng xe tại khu vực có trạm Cảnh sát giao thông.,Tiếp tục lưu thông với tốc độ bình thường.,Phải giảm tốc độ đến mức an toàn và không được vượt khi đi qua khu vực này.,,3,False,4,img_205.png
206,Gặp biển báo dưới đây người lái xe có bắt buộc phải chạy vòng theo đảo an toàn theo hướng mũi tên khi muốn chuyển hướng hay không?,Bắt buộc.,Không bắt buộc.,,,1,False,4,img_206.png
207,Biển nào báo hiệu ""Cầu vượt liên thông""?,Biển 2 và biển 3.,Biển 1 và biển 2.,Biển 1 và biển 3.,Cả ba biển.,3,False,4,img_207.png
208,Biển số 1 có ý nghĩa như thế nào?,Đi thẳng hoặc rẽ trái trên cầu vượt.,Đi thẳng hoặc rẽ phải trên cầu vượt.,Báo hiệu cầu vượt liên thông.,,3,False,4,img_208.png
209,Biển nào báo hiệu ""Tuyến đường cầu vượt cắt qua""?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,,1,False,4,img_209.png
210,Biển báo dưới đây có ý nghĩa như thế nào?,Chỉ dẫn khoảng cách đến làn đường cứu nạn (làn thoát xe khẩn cấp).,Báo hiệu đường cụt phía trước.,Báo hiệu nút giao gần nhất phía trước.,Báo hiệu trạm dừng nghỉ phía trước.,1,False,4,img_210.png
211,Tại đoạn đường có biển ""Làn đường dành riêng cho từng loại xe"" dưới đây các phương tiện có được phép chuyển sang làn khác để đi theo hành trình mong muốn khi đến gần nơi đường bộ giao nhau hay không?,Được phép chuyển sang làn khác.,Không được phép chuyển sang làn khác chỉ được đi trong làn quy định theo biển.,,,1,False,4,img_211.png
212,Biển nào chỉ dẫn người lái xe đi được cả hai hướng?,Biển 1.,Biển 2.,,,2,False,4,img_212.png
213,Biển này có ý nghĩa như thế nào?,Chỉ dẫn chướng ngại vật phía trước để cảnh báo phía trước có sự cản trở lưu thông bình thường (nằm bên trong phần xe chạy hay ngay sát phần đường xe chạy) và chỉ dẫn hướng đi qua đó cần đặt biển.,Chỉ dẫn hướng rẽ để nhắc người điều khiển phương tiện chuẩn bị đổi hướng đi khi sắp vào đường cong nguy hiểm có bán kính cong nhỏ.,,,2,False,4,img_213.png
214,Vạch mũi tên chỉ hướng trên mặt đường nào dưới đây cho phép xe chỉ được đi thẳng và rẽ phải?,Vạch 1.,Vạch 2 và vạch 3.,Vạch 3.,Vạch 1 và vạch 2.,3,False,4,img_214.png
215,Vạch kẻ đường nào dưới đây là vạch phân chia hai chiều xe chạy (vạch tim đường) xe không được lấn làn không được đè lên vạch?,Vạch 1.,Vạch 2.,Vạch 3.,Cả ba vạch.,2,False,4,img_215.png
216,Theo hướng mũi tên xe nào chấp hành đúng quy tắc giao thông?,Xe khách xe tải xe mô tô.,Xe tải xe mô tô.,Chỉ xe con.,,3,False,5,img_216.png
217,Theo hướng mũi tên thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,Xe tải xe khách xe con xe mô tô.,Xe tải xe mô tô xe khách xe con.,Xe khách xe tải xe con xe mô tô.,Xe mô tô xe khách xe tải xe con.,2,False,5,img_217.png
218,Theo hướng mũi tên thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,Xe tải xe con xe mô tô.,Xe con xe tải xe mô tô.,Xe mô tô xe con xe tải.,Xe con xe mô tô xe tải.,3,False,5,img_218.png
219,Trường hợp này xe nào được quyền đi trước?,Xe mô tô.,Xe con.,,,2,False,5,img_219.png
220,Xe nào được quyền đi trước trong trường hợp này?,Xe mô tô.,Xe cứu thương đi làm nhiệm vụ cấp cứu.,,,2,False,5,img_220.png
221,Theo tín hiệu đèn xe nào được phép đi?,Xe con và xe khách.,Xe mô tô.,,,1,False,5,img_221.png
222,Theo tín hiệu đèn xe nào đi là đúng quy tắc giao thông?,Xe khách xe mô tô.,Xe con xe tải.,Xe tải xe mô tô.,,2,False,5,img_222.png
223,Các xe đi theo hướng mũi tên những xe nào vi phạm quy tắc giao thông?,Xe khách xe tải xe mô tô.,Xe tải xe con xe mô tô.,Xe khách xe con xe mô tô.,,1,False,5,img_223.png
224,Theo hướng mũi tên thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,Xe khách xe tải xe mô tô xe con.,Xe con xe khách xe tải xe mô tô.,Xe mô tô xe tải xe khách xe con.,Xe mô tô xe tải xe con xe khách.,3,False,5,img_224.png
225,Trong trường hợp này xe nào đỗ vi phạm quy tắc giao thông?,Xe tải.,Xe con và mô tô.,Cả ba xe.,Xe con và xe tải.,1,False,5,img_225.png
226,Theo hướng mũi tên những hướng nào xe gắn máy được phép đi?,Cả ba hướng.,Chỉ hướng 1 và 3.,Chỉ hướng 1.,,1,False,5,img_226.png
227,Xe nào đỗ vi phạm quy tắc giao thông?,Cả hai xe.,Không xe nào vi phạm.,Chỉ xe mô tô vi phạm.,Chỉ xe tải vi phạm.,1,False,5,img_227.png
228,Xe nào đỗ vi phạm quy tắc giao thông?,Chỉ xe mô tô.,Chỉ xe tải.,Cả ba xe.,Chỉ xe mô tô và xe tải.,3,False,5,img_228.png
229,Xe nào được quyền đi trước trong trường hợp này?,Xe con.,Xe mô tô.,,,2,False,5,img_229.png
230,Theo hướng mũi tên thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,Xe con (A) xe mô tô xe con (B) xe đạp.,Xe con (B) xe đạp xe mô tô xe con (A).,Xe con (A) xe con (B) xe mô tô + xe đạp.,Xe mô tô + xe đạp xe con (A) xe con (B).,4,False,5,img_230.png
231,Xe nào được quyền đi trước trong trường hợp này?,Xe mô tô.,Xe con.,,,1,False,5,img_231.png
232,Xe nào vi phạm quy tắc giao thông?,Xe khách.,Xe mô tô.,Xe con.,Xe con và xe mô tô.,3,False,5,img_232.png
233,Các xe đi như thế nào là đúng quy tắc giao thông?,Các xe ở phía tay phải và tay trái của người điều khiển được phép đi thẳng.,Cho phép các xe ở mọi hướng được phép rẽ phải.,Tất cả các xe phải dừng lại trước ngã tư trừ những xe đã ở trong ngã tư được phép tiếp tục đi.,,3,False,5,img_233.png
234,Theo hướng mũi tên xe nào được phép đi?,Xe mô tô xe con.,Xe con xe tải.,Xe mô tô xe tải.,Cả ba xe.,3,False,5,img_234.png
235,Trong hình dưới đây xe nào chấp hành đúng quy tắc giao thông?,Chỉ xe khách xe mô tô.,Tất cả các loại xe trên.,Không xe nào chấp hành đúng quy tắc giao thông.,,2,False,5,img_235.png
236,Theo hướng mũi tên những hướng nào xe mô tô được phép đi?,Cả ba hướng.,Hướng 1 và 2.,Hướng 1 và 3.,Hướng 2 và 3.,3,True,5,img_236.png
237,Trong trường hợp này thứ tự xe đi như thế nào là đúng quy tắc giao thông?,Xe công an đi làm nhiệm vụ khẩn cấp xe quân sự đi làm nhiệm vụ khẩn cấp xe con + xe mô tô.,Xe quân sự đi làm nhiệm vụ khẩn cấp xe công an đi làm nhiệm vụ khẩn cấp xe con + xe mô tô.,Xe mô tô + xe con xe quân sự đi làm nhiệm vụ khẩn cấp xe công an đi làm nhiệm vụ khẩn cấp.,,2,False,5,img_237.png
238,Trong hình dưới những xe nào vi phạm quy tắc giao thông?,Xe con (E) xe mô tô (C).,Xe tải (A) xe mô tô (D).,Xe khách (B) xe mô tô (C).,Xe khách (B) xe mô tô (D).,1,False,5,img_238.png
239,Trong hình dưới những xe nào vi phạm quy tắc giao thông?,Xe con (B) xe mô tô (C).,Xe con (A) xe mô tô (C).,Xe con (E) xe mô tô (D).,Tất cả các loại xe trên.,3,False,5,img_239.png
240,Theo tín hiệu đèn xe nào phải dừng lại là đúng quy tắc giao thông?,Xe khách xe mô tô.,Xe tải xe mô tô.,Xe con xe tải.,,3,False,5,img_240.png
241,Bạn có được phép vượt xe mô tô phía trước không?,Cho phép.,Không được vượt.,,,2,True,5,img_241.png
242,Theo tín hiệu đèn của xe cơ giới xe nào vi phạm quy tắc giao thông?,Xe mô tô.,Xe ô tô con.,Không xe nào vi phạm.,Cả hai xe.,4,False,5,img_242.png
243,Các xe đi theo hướng mũi tên xe nào vi phạm quy tắc giao thông?,Xe con.,Xe tải.,Xe con xe tải,,2,False,5,img_243.png
244,Các xe đi theo hướng mũi tên xe nào vi phạm quy tắc giao thông?,Xe con xe tải xe khách.,Xe tải xe khách xe mô tô.,Xe khách xe mô tô xe con.,Cả bốn xe.,2,False,5,img_244.png
245,Các xe đi theo hướng mũi tên xe nào chấp hành đúng quy tắc giao thông?,Xe tải xe mô tô.,Xe khách xe mô tô.,Xe tải xe con.,Xe mô tô xe con.,2,False,5,img_245.png
246,Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?,Xe của bạn xe mô tô xe con.,Xe con xe của bạn xe mô tô.,Xe mô tô xe con xe của bạn.,,3,False,5,img_246.png
247,Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?,Xe của bạn xe mô tô xe con.,Xe con xe của bạn xe mô tô.,Xe mô tô xe con xe của bạn.,,2,False,5,img_247.png
248,Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?,Xe của bạn xe mô tô xe đạp.,Xe mô tô xe đạp xe của bạn.,Xe đạp xe mô tô xe của bạn.,,3,False,5,img_248.png
249,Xe nào dừng đúng theo quy tắc giao thông?,Xe con.,Xe mô tô.,Cả 2 xe đều đúng.,,1,False,5,img_249.png
250,Trong tình huống dưới đây xe đầu kéo kéo rơ moóc (xe container) đang rẽ phải xe con màu xanh và xe máy phía sau xe container đi như thế nào để bảo đảm an toàn?,Vượt về phía bên phải để đi tiếp.,Giảm tốc độ chờ xe container rẽ xong rồi tiếp tục đi.,Vượt về phía bên trái để đi tiếp.,,2,False,5,img_250.png